feedback_id,order_id,customer_id,rating,feedback_category,sentiment,feedback_date,customer_id_1,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,order_id_1,product_id,quantity,unit_price,order_id_2,customer_id_2,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,campaign_id,campaign_name,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,delay_minutes,sla_breach,profit,profit_margin,order_hour,day_name,peak_period
3420730,1731867617,24469996,4,Delivery,Positive,2025-06-13 10:42:00,24469996,Nagpur,440682,2024-03-29,Gold,118,568.28,1731867617,1025,1,95.97,1731867617,24469996,2025-06-08 10:42:00,2025-06-08 10:57:00,2025-06-08 10:55:18,On Time,160.42,UPI,169,74,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-1.7,0,3.26,2.03,10,Sunday,Morning
7090756,9352524789,49833375,5,Customer Service,Positive,2025-01-18 08:55:00,49833375,Delhi,110901,2024-01-25,Inactive,9,266.51,9352524789,1270,4,38.16,9352524789,49833375,2025-01-14 08:55:00,2025-01-14 09:25:00,2025-01-14 09:20:24,On Time,218.14,UPI,220,34,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-4.6,0,8.24,3.78,8,Tuesday,Morning
5255750,1726886906,68669726,5,Pricing,Positive,2024-07-14 17:13:00,68669726,Mumbai,400250,2023-04-27,Regular,40,334.76,1726886906,1258,3,382.03,1726886906,68669726,2024-07-12 17:13:00,2024-07-12 17:23:00,2024-07-12 17:21:30,On Time,1800.0,UPI,102,6,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-1.5,0,436.01,24.22,17,Friday,Evening
2634311,2181837838,40942448,4,Delivery,Positive,2024-08-20 13:42:00,40942448,Delhi,110568,2023-05-25,Gold,79,732.72,2181837838,1003,4,139.47,2181837838,40942448,2024-08-17 13:42:00,2024-08-17 13:52:00,2024-08-17 13:56:30,Slightly Delayed,922.09,Credit Card,33,68,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,4.5,0,157.36,17.07,13,Saturday,Lunch
7483976,5903627282,46039297,4,Delivery,Positive,2024-07-18 14:09:00,46039297,Delhi,110296,2023-04-18,Gold,44,689.29,5903627282,1322,2,92.66,5903627282,46039297,2024-07-16 14:09:00,2024-07-16 14:19:00,2024-07-16 14:20:06,Slightly Delayed,339.65,Cash on Delivery,152,64,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,1.1,0,58.72,17.29,14,Tuesday,Lunch
3289674,4961088531,63763937,3,Delivery,Neutral,2024-10-04 14:10:00,63763937,Hyderabad,500750,2023-05-21,Regular,25,326.87,4961088531,1184,4,143.16,4961088531,63763937,2024-10-03 14:10:00,2024-10-03 14:40:00,2024-10-03 14:47:18,Slightly Delayed,1109.88,Credit Card,133,10,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,7.3,0,210.45,18.96,14,Thursday,Lunch
1323601,6070613023,22478470,5,Product Quality,Positive,2024-09-29 08:56:00,22478470,Delhi,110242,2023-12-13,Gold,113,381.14,6070613023,1177,1,52.52,6070613023,22478470,2024-09-29 08:56:00,2024-09-29 09:11:00,2024-09-29 09:03:00,On Time,77.8,Credit Card,164,1,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,-8.0,0,-21.21,-27.26,8,Sunday,Morning
3027538,3004314660,41752120,4,Delivery,Positive,2024-08-22 00:55:00,41752120,Mumbai,400823,2024-01-11,Gold,91,659.46,3004314660,1201,3,88.88,3004314660,41752120,2024-08-20 00:55:00,2024-08-20 01:10:00,2024-08-20 01:11:42,Slightly Delayed,384.79,UPI,230,33,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,1.7,0,60.61,15.75,0,Tuesday,Night
1978965,9490150445,88488932,5,Product Quality,Positive,2025-04-08 21:04:00,88488932,Bangalore,560823,2023-07-04,Gold,135,717.66,9490150445,1239,3,62.12,9490150445,88488932,2025-04-05 21:04:00,2025-04-05 21:19:00,2025-04-05 21:16:00,On Time,329.11,Cash on Delivery,53,53,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-3.0,0,25.39,7.71,21,Saturday,Evening
9843286,9070326831,46253244,4,Delivery,Positive,2024-10-20 13:32:00,46253244,Chandigarh,160572,2024-08-16,Gold,160,648.82,9070326831,1332,1,114.53,9070326831,46253244,2024-10-18 13:32:00,2024-10-18 14:02:00,2024-10-18 14:03:36,Slightly Delayed,162.17,Debit Card,69,7,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,1.6,0,0.34,0.21,13,Friday,Lunch
8139351,3169203253,23480073,4,App Experience,Positive,2025-07-04 07:16:00,23480073,Jaipur,302232,2023-06-04,Regular,37,316.09,3169203253,1056,5,162.91,3169203253,23480073,2025-06-30 07:16:00,2025-06-30 07:26:00,2025-06-30 07:34:30,Slightly Delayed,1433.1,UPI,207,43,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,8.5,0,285.89,19.95,7,Monday,Morning
6828634,7424455742,27657202,3,Delivery,Neutral,2024-07-31 13:24:00,27657202,Mumbai,400231,2024-05-22,Gold,142,484.58,7424455742,1091,3,425.61,7424455742,27657202,2024-07-30 13:24:00,2024-07-30 13:44:00,2024-07-30 14:10:30,Significantly Delayed,1800.0,UPI,11,77,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,26.5,1,303.22,16.85,13,Tuesday,Lunch
2765410,5565199434,19771284,1,Delivery,Negative,2024-09-05 18:20:00,19771284,Ahmedabad,380152,2024-10-27,Gold,169,467.01,5565199434,1339,2,361.35,5565199434,19771284,2024-09-05 18:20:00,2024-09-05 18:30:00,2024-09-05 18:42:30,Significantly Delayed,1516.27,UPI,114,48,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,12.5,1,288.35,19.02,18,Thursday,Evening
2896484,3861918803,99778330,5,Delivery,Positive,2025-02-28 17:41:00,99778330,Pune,411333,2023-04-08,Gold,42,441.26,3861918803,1360,5,345.27,3861918803,99778330,2025-02-23 17:41:00,2025-02-23 17:56:00,2025-02-23 17:52:36,On Time,1800.0,UPI,185,63,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-3.4,0,394.48,21.92,17,Sunday,Evening
7615083,8347202645,90078259,2,Delivery,Negative,2024-10-16 12:37:00,90078259,Delhi,110510,2023-02-13,Regular,41,353.09,8347202645,1452,4,127.25,8347202645,90078259,2024-10-15 12:37:00,2024-10-15 12:52:00,2024-10-15 12:56:24,Slightly Delayed,894.23,UPI,2,1,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,4.4,0,193.11,21.6,12,Tuesday,Lunch
7090796,3536729180,31279835,3,Delivery,Neutral,2025-05-05 12:09:00,31279835,Pune,411762,2023-04-06,Regular,27,300.9,3536729180,1221,5,124.98,3536729180,31279835,2025-05-05 12:09:00,2025-05-05 12:19:00,2025-05-05 12:20:24,Slightly Delayed,1019.35,Wallet,193,76,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,1.4,0,198.87,19.51,12,Monday,Lunch
6697590,2402694242,19035270,3,Product Quality,Neutral,2025-05-11 18:55:00,19035270,Lucknow,226446,2023-06-21,Gold,140,698.68,2402694242,1225,2,171.67,2402694242,19035270,2025-05-11 18:55:00,2025-05-11 19:10:00,2025-05-11 19:18:06,Slightly Delayed,493.32,UPI,183,55,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,8.1,0,90.67,18.38,18,Sunday,Evening
1847927,3123852387,57344014,5,Delivery,Positive,2024-11-08 13:45:00,57344014,Gurgaon,122518,2024-01-26,Inactive,7,211.03,3123852387,1144,4,62.18,3123852387,57344014,2024-11-08 13:45:00,2024-11-08 14:05:00,2024-11-08 14:05:12,Slightly Delayed,457.5,Debit Card,137,65,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,0.2,0,84.51,18.47,13,Friday,Lunch
7746175,1874080869,98856867,2,Packaging,Negative,2025-02-25 17:23:00,98856867,Mumbai,400955,2023-04-17,Gold,169,427.16,1874080869,1201,4,39.09,1874080869,98856867,2025-02-23 17:23:00,2025-02-23 17:38:00,2025-02-23 17:42:30,Slightly Delayed,281.02,Cash on Delivery,228,47,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,4.5,0,30.63,10.9,17,Sunday,Evening
3027586,9348330608,50444703,3,Delivery,Neutral,2024-12-11 11:22:00,50444703,Chennai,600510,2023-07-03,Gold,139,682.16,9348330608,1102,5,153.58,9348330608,50444703,2024-12-10 11:22:00,2024-12-10 11:42:00,2024-12-10 12:32:24,Significantly Delayed,1072.37,UPI,86,21,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,50.4,1,162.2,15.13,11,Tuesday,Morning
5649030,2461021298,33430398,4,Product Quality,Positive,2024-10-26 13:41:00,33430398,Mumbai,400305,2024-02-27,Regular,36,271.91,2461021298,1088,1,73.77,2461021298,33430398,2024-10-22 13:41:00,2024-10-22 13:56:00,2024-10-22 13:48:00,On Time,149.79,Debit Card,28,52,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,-8.0,0,1.6,1.07,13,Tuesday,Lunch
1979017,8169600117,50151825,5,Delivery,Positive,2024-07-22 20:50:00,50151825,Mumbai,400578,2024-02-27,Regular,42,225.4,8169600117,1266,2,169.98,8169600117,50151825,2024-07-22 20:50:00,2024-07-22 21:00:00,2024-07-22 21:05:42,Slightly Delayed,550.4,Credit Card,131,50,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,5.7,0,89.43,16.25,20,Monday,Evening
6828694,9515185276,63806518,4,Delivery,Positive,2025-03-13 17:23:00,63806518,Noida,201431,2024-04-29,Regular,26,229.88,9515185276,1135,4,64.74,9515185276,63806518,2025-03-13 17:23:00,2025-03-13 17:53:00,2025-03-13 17:57:42,Slightly Delayed,412.56,Cash on Delivery,59,35,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,4.7,0,66.25,16.06,17,Thursday,Evening
1061530,9022223487,80194636,4,App Experience,Positive,2024-10-24 13:43:00,80194636,Pune,411701,2023-08-16,Gold,179,687.03,9022223487,1172,5,370.13,9022223487,80194636,2024-10-21 13:43:00,2024-10-21 13:58:00,2024-10-21 13:51:06,On Time,1800.0,UPI,203,11,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,-6.9,0,455.49,25.3,13,Monday,Lunch
4600474,8883025026,96679264,5,Pricing,Positive,2024-09-08 10:50:00,96679264,Mumbai,400882,2023-07-04,Regular,36,329.11,8883025026,1457,1,70.78,8883025026,96679264,2024-09-04 10:50:00,2024-09-04 11:20:00,2024-09-04 11:19:48,On Time,139.01,UPI,22,2,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,-0.2,0,-2.74,-1.97,10,Wednesday,Morning
1979035,1584280709,48200589,1,App Experience,Negative,2024-08-20 17:09:00,48200589,Lucknow,226868,2023-10-21,Gold,122,638.24,1584280709,1359,3,88.33,1584280709,48200589,2024-08-15 17:09:00,2024-08-15 17:24:00,2024-08-15 18:07:12,Significantly Delayed,435.62,Cash on Delivery,205,44,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,43.2,1,66.48,15.26,17,Thursday,Evening
9056925,4314641543,92837225,4,Delivery,Positive,2025-03-19 14:50:00,92837225,Pune,411842,2023-06-06,Gold,134,687.49,4314641543,1475,5,61.18,4314641543,92837225,2025-03-17 14:50:00,2025-03-17 15:00:00,2025-03-17 15:02:12,Slightly Delayed,439.31,Wallet,183,11,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,2.2,0,52.07,11.85,14,Monday,Lunch
6304416,1088959629,46004290,4,Customer Service,Positive,2024-11-18 12:51:00,46004290,Delhi,110905,2023-03-09,Gold,174,423.75,1088959629,1192,3,238.29,1088959629,46004290,2024-11-16 12:51:00,2024-11-16 13:06:00,2024-11-16 12:59:36,On Time,1374.37,UPI,116,78,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,-6.4,0,307.99,22.41,12,Saturday,Lunch
3420834,4101387406,54053350,5,Delivery,Positive,2024-08-11 18:40:00,54053350,Noida,201172,2024-05-29,Gold,166,389.01,4101387406,1390,3,176.81,4101387406,54053350,2024-08-10 18:40:00,2024-08-10 18:50:00,2024-08-10 18:58:06,Slightly Delayed,699.36,Cash on Delivery,108,12,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,8.1,0,122.34,17.49,18,Saturday,Evening
1061539,9847846036,38836009,1,Product Quality,Negative,2025-01-23 17:53:00,38836009,Kolkata,700159,2024-03-24,Regular,15,341.39,9847846036,1109,5,137.9,9847846036,38836009,2025-01-22 17:53:00,2025-01-22 18:03:00,2025-01-22 18:14:18,Significantly Delayed,959.26,Credit Card,79,23,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,11.3,1,221.73,23.11,17,Wednesday,Evening
6697653,4435227797,46909807,3,Delivery,Neutral,2025-01-30 10:19:00,46909807,Hyderabad,500652,2023-03-03,Gold,72,581.77,4435227797,1154,2,24.0,4435227797,46909807,2025-01-26 10:19:00,2025-01-26 10:29:00,2025-01-26 10:29:30,Slightly Delayed,69.0,Cash on Delivery,159,9,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,0.5,0,-13.85,-20.07,10,Sunday,Morning
6435509,4146869398,39342062,5,Delivery,Positive,2025-04-29 19:47:00,39342062,Delhi,110307,2023-08-19,Gold,146,497.9,4146869398,1201,4,130.47,4146869398,39342062,2025-04-28 19:47:00,2025-04-28 20:07:00,2025-04-28 19:59:00,On Time,884.98,UPI,48,78,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,-8.0,0,195.17,22.05,19,Monday,Evening
3027640,6763328665,47845312,4,Delivery,Positive,2024-12-30 19:09:00,47845312,Lucknow,226773,2023-04-30,Gold,141,443.87,6763328665,1162,2,94.15,6763328665,47845312,2024-12-26 19:09:00,2024-12-26 19:29:00,2024-12-26 19:38:06,Slightly Delayed,300.98,UPI,94,44,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,9.1,0,45.78,15.21,19,Thursday,Evening
8401616,5023478943,97233244,4,Delivery,Positive,2024-09-13 17:55:00,97233244,Chennai,600180,2024-10-12,Gold,84,432.84,5023478943,1316,4,128.46,5023478943,97233244,2024-09-10 17:55:00,2024-09-10 18:05:00,2024-09-10 18:07:00,Slightly Delayed,667.9,Cash on Delivery,135,54,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,2.0,0,127.96,19.16,17,Tuesday,Evening
8008400,1648768163,63860532,5,Delivery,Positive,2024-12-08 17:23:00,63860532,Mumbai,400708,2024-02-04,Gold,119,712.58,1648768163,1232,1,60.15,1648768163,63860532,2024-12-07 17:23:00,2024-12-07 17:43:00,2024-12-07 17:35:24,On Time,88.64,UPI,125,79,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,-7.6,0,-13.59,-15.33,17,Saturday,Evening
8008405,9875764399,87058677,4,Product Quality,Positive,2025-03-24 12:20:00,87058677,Hyderabad,500815,2023-01-06,Gold,149,384.22,9875764399,1366,1,98.19,9875764399,87058677,2025-03-23 12:20:00,2025-03-23 12:30:00,2025-03-23 12:33:48,Slightly Delayed,171.52,Credit Card,115,10,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,3.8,0,9.13,5.32,12,Sunday,Lunch
2634458,7829468336,82555002,5,Delivery,Positive,2025-01-18 13:31:00,82555002,Ahmedabad,380899,2023-09-20,Regular,38,323.35,7829468336,1331,4,216.3,7829468336,82555002,2025-01-16 13:31:00,2025-01-16 13:41:00,2025-01-16 13:45:48,Slightly Delayed,1319.22,Debit Card,12,19,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,4.8,0,250.12,18.96,13,Thursday,Lunch
3289822,4848497844,91350079,4,Delivery,Positive,2024-10-09 20:23:00,91350079,Ahmedabad,380668,2023-02-02,Gold,145,404.46,4848497844,1381,3,212.25,4848497844,91350079,2024-10-09 20:23:00,2024-10-09 20:38:00,2024-10-09 20:43:18,Slightly Delayed,1158.34,Wallet,60,48,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,5.3,0,222.46,19.21,20,Wednesday,Evening
3027685,3412210877,97939101,4,Delivery,Positive,2025-07-01 20:20:00,97939101,Hyderabad,500756,2023-06-03,Gold,67,590.1,3412210877,1317,1,62.26,3412210877,97939101,2025-06-26 20:20:00,2025-06-26 20:30:00,2025-06-26 20:37:36,Slightly Delayed,121.09,Cash on Delivery,113,9,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,7.6,0,-11.73,-9.69,20,Thursday,Evening
4207335,1873556677,54935133,2,App Experience,Negative,2025-05-13 21:01:00,54935133,Noida,201862,2024-09-27,Gold,49,689.22,1873556677,1140,1,139.99,1873556677,54935133,2025-05-13 21:01:00,2025-05-13 21:31:00,2025-05-13 21:41:06,Significantly Delayed,193.95,Cash on Delivery,156,30,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,10.1,1,-16.49,-8.5,21,Tuesday,Evening
8794855,5465846982,34197431,4,Delivery,Positive,2025-01-14 20:16:00,34197431,Gurgaon,122371,2023-03-25,Regular,18,398.7,5465846982,1264,5,44.11,5465846982,34197431,2025-01-12 20:16:00,2025-01-12 20:46:00,2025-01-12 20:47:30,Slightly Delayed,307.41,Debit Card,17,65,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,1.5,0,35.85,11.66,20,Sunday,Evening
5255932,5082199238,21309330,2,Delivery,Negative,2025-04-22 20:59:00,21309330,Bangalore,560814,2024-07-14,Gold,171,395.08,5082199238,1456,4,108.96,5082199238,21309330,2025-04-20 20:59:00,2025-04-20 21:09:00,2025-04-20 21:09:42,Slightly Delayed,650.03,Debit Card,220,31,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,0.7,0,91.19,14.03,20,Sunday,Evening
5124861,5399262410,75562874,5,Delivery,Positive,2024-08-25 15:15:00,75562874,Hyderabad,500493,2024-09-18,Regular,37,365.54,5399262410,1028,3,418.85,5399262410,75562874,2024-08-25 15:15:00,2024-08-25 15:30:00,2024-08-25 15:22:00,On Time,1800.0,UPI,87,38,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,-8.0,0,343.54,19.09,15,Sunday,Lunch
6304518,2599302347,79174517,5,Delivery,Positive,2025-04-05 13:51:00,79174517,Pune,411213,2024-09-25,Gold,105,568.26,2599302347,1334,4,114.4,2599302347,79174517,2025-03-31 13:51:00,2025-03-31 14:01:00,2025-03-31 14:03:00,Slightly Delayed,718.62,Cash on Delivery,204,11,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,2.0,0,106.88,14.87,13,Monday,Lunch
7615240,6749697236,87430515,2,Pricing,Negative,2024-09-08 22:40:00,87430515,Hyderabad,500732,2023-08-11,Regular,30,374.96,6749697236,1098,3,138.94,6749697236,87430515,2024-09-08 22:40:00,2024-09-08 22:50:00,2024-09-08 22:53:36,Slightly Delayed,593.65,UPI,218,10,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,3.6,0,120.43,20.29,22,Sunday,Night
5649160,8792847591,53342471,4,Product Quality,Positive,2025-04-28 19:36:00,53342471,Gurgaon,122664,2024-01-24,Regular,37,285.08,8792847591,1136,2,341.22,8792847591,53342471,2025-04-26 19:36:00,2025-04-26 19:56:00,2025-04-26 19:57:36,Slightly Delayed,1085.43,Credit Card,143,58,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,1.6,0,210.27,19.37,19,Saturday,Evening
5780232,5037372659,44075498,5,Delivery,Positive,2024-09-26 02:50:00,44075498,Kolkata,700970,2024-10-10,Regular,44,363.48,5037372659,1484,3,202.4,5037372659,44075498,2024-09-26 02:50:00,2024-09-26 03:20:00,2024-09-26 03:18:30,On Time,806.1,Wallet,156,84,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,-1.5,0,154.87,19.21,2,Thursday,Night
3027725,4693177595,30984986,3,Delivery,Neutral,2025-01-17 09:55:00,30984986,Pune,411452,2024-09-06,Regular,37,260.55,4693177595,1206,1,257.37,4693177595,30984986,2025-01-14 09:55:00,2025-01-14 10:05:00,2025-01-14 10:10:12,Slightly Delayed,313.78,UPI,90,11,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,5.2,0,24.41,7.78,9,Tuesday,Morning
1454865,6369326335,35778796,3,Delivery,Neutral,2025-03-24 18:30:00,35778796,Gurgaon,122219,2024-03-06,Regular,40,335.72,6369326335,1456,5,78.84,6369326335,35778796,2025-03-24 18:30:00,2025-03-24 18:50:00,2025-03-24 18:56:00,Slightly Delayed,562.96,Cash on Delivery,77,70,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,6.0,0,87.07,15.47,18,Monday,Evening
2765592,9637475592,51936562,5,Delivery,Positive,2024-07-14 19:51:00,51936562,Hyderabad,500572,2023-07-15,Gold,123,420.95,9637475592,1059,3,97.64,9637475592,51936562,2024-07-09 19:51:00,2024-07-09 20:01:00,2024-07-09 19:56:54,On Time,352.36,UPI,92,10,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,-4.1,0,52.18,14.81,19,Tuesday,Evening
3945240,2874684691,11122244,4,Delivery,Positive,2024-09-07 08:42:00,11122244,Bangalore,560832,2023-03-04,Regular,36,223.27,2874684691,1425,2,95.08,2874684691,11122244,2024-09-06 08:42:00,2024-09-06 08:52:00,2024-09-06 08:55:06,Slightly Delayed,276.68,Wallet,134,41,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,3.1,0,38.25,13.82,8,Friday,Morning
3552025,9889527062,81409565,5,App Experience,Positive,2024-09-19 17:14:00,81409565,Hyderabad,500174,2023-05-27,Regular,44,360.15,9889527062,1129,5,69.51,9889527062,81409565,2024-09-19 17:14:00,2024-09-19 17:44:00,2024-09-19 17:40:48,On Time,505.49,UPI,111,61,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,-3.2,0,89.68,17.74,17,Thursday,Evening
8008477,3248239894,28392215,4,App Experience,Positive,2024-09-16 17:12:00,28392215,Gurgaon,122813,2024-07-04,Gold,154,414.52,3248239894,1151,3,265.88,3248239894,28392215,2024-09-14 17:12:00,2024-09-14 17:22:00,2024-09-14 17:14:00,On Time,1600.54,UPI,138,58,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-8.0,0,413.82,25.86,17,Saturday,Evening
9057054,1433810206,49023685,5,Packaging,Positive,2025-04-15 14:12:00,49023685,Chennai,600794,2023-10-11,Gold,157,455.82,1433810206,1451,1,151.68,1433810206,49023685,2025-04-14 14:12:00,2025-04-14 14:27:00,2025-04-14 14:20:24,On Time,311.33,Debit Card,191,72,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,-6.6,0,56.62,18.19,14,Monday,Lunch
5649188,4972885279,43905945,5,Delivery,Positive,2025-06-24 16:06:00,43905945,Kolkata,700937,2023-01-17,Gold,143,706.28,4972885279,1274,5,210.08,4972885279,43905945,2025-06-22 16:06:00,2025-06-22 16:21:00,2025-06-22 16:19:36,On Time,1338.78,UPI,185,14,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,-1.4,0,285.27,21.31,16,Sunday,Lunch
5124900,3872011559,39093651,3,Delivery,Neutral,2024-12-03 07:06:00,39093651,Kolkata,700319,2023-07-09,Gold,154,474.06,3872011559,1277,4,261.85,3872011559,39093651,2024-11-30 07:06:00,2024-11-30 07:36:00,2024-11-30 07:35:54,On Time,1636.37,UPI,106,82,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,-0.1,0,416.68,25.46,7,Saturday,Morning
2765608,4664866096,79466856,3,Delivery,Neutral,2025-04-07 14:17:00,79466856,Gurgaon,122906,2023-06-11,Inactive,6,190.04,4664866096,1293,4,325.95,4664866096,79466856,2025-04-03 14:17:00,2025-04-03 14:47:00,2025-04-03 14:48:24,Slightly Delayed,1800.0,UPI,28,58,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,1.4,0,386.22,21.46,14,Thursday,Lunch
3814192,9611654450,34156414,4,Customer Service,Positive,2024-09-24 10:54:00,34156414,Pune,411285,2024-05-24,Gold,118,390.34,9611654450,1381,5,208.43,9611654450,34156414,2024-09-21 10:54:00,2024-09-21 11:04:00,2024-09-21 11:04:12,Slightly Delayed,1433.08,Cash on Delivery,119,36,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,0.2,0,262.07,18.29,10,Saturday,Morning
2634547,8752739646,65591976,4,Delivery,Positive,2024-11-19 18:09:00,65591976,Mumbai,400681,2023-08-10,Gold,174,580.12,8752739646,1261,1,33.6,8752739646,65591976,2024-11-16 18:09:00,2024-11-16 18:19:00,2024-11-16 18:23:24,Slightly Delayed,69.0,UPI,245,32,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,4.4,0,-19.17,-27.78,18,Saturday,Evening
7484212,8197780800,21061935,3,Pricing,Neutral,2024-08-30 16:38:00,21061935,Delhi,110642,2023-03-15,Inactive,5,265.95,8197780800,1078,5,25.99,8197780800,21061935,2024-08-30 16:38:00,2024-08-30 16:58:00,2024-08-30 16:56:12,On Time,266.2,UPI,160,78,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,-1.8,0,23.93,8.99,16,Friday,Lunch
4600629,6874608973,85999653,4,App Experience,Positive,2025-01-30 00:06:00,85999653,Kolkata,700338,2024-06-19,Regular,20,233.98,6874608973,1046,2,134.16,6874608973,85999653,2025-01-30 00:06:00,2025-01-30 00:16:00,2025-01-30 00:14:54,On Time,469.5,Wallet,257,82,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,-1.1,0,78.83,16.79,0,Thursday,Night
8794942,1746679122,86855955,3,Product Quality,Neutral,2024-10-15 22:37:00,86855955,Delhi,110288,2024-02-23,Gold,159,730.42,1746679122,1231,2,21.03,1746679122,86855955,2024-10-14 22:37:00,2024-10-14 22:47:00,2024-10-14 22:50:18,Slightly Delayed,83.25,UPI,154,78,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,3.3,0,-15.38,-18.47,22,Monday,Night
7091012,3528340829,49414033,5,Product Quality,Positive,2024-12-18 14:34:00,49414033,Kolkata,700509,2023-10-09,Gold,102,453.86,3528340829,1380,1,197.32,3528340829,49414033,2024-12-18 14:34:00,2024-12-18 14:44:00,2024-12-18 14:37:42,On Time,292.54,UPI,85,81,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-6.3,0,36.68,12.54,14,Wednesday,Lunch
9319237,1284912478,13165158,5,App Experience,Positive,2025-03-07 11:32:00,13165158,Hyderabad,500361,2024-11-07,Gold,158,541.87,1284912478,1179,5,299.91,1284912478,13165158,2025-03-03 11:32:00,2025-03-03 11:42:00,2025-03-03 11:35:42,On Time,1800.0,UPI,71,9,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-6.3,0,402.61,22.37,11,Monday,Morning
