feedback_id,order_id,customer_id,rating,feedback_category,sentiment,feedback_date,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,product_id,quantity,unit_price,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,campaign_id,campaign_name,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,delay_minutes,sla_breach,profit,profit_margin,order_hour,day_name,peak_period
2496199,5280765715,33813245,4.0,App Experience,Positive,2024-10-20 18:45:00,Pune,411235,2024-10-26,Gold,154,510.02,1347,4,377.56,2024-10-19 18:45:00,2024-10-19 19:00:00,2024-10-19 18:56:00,On Time,1800.0,UPI,145,76,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,-4.0,0,398.0,22.11,18,Saturday,Evening
5904086,8159893267,52751361,3.0,Product Quality,Neutral,2024-12-02 10:15:00,Chennai,600331,2024-04-04,Gold,174,640.17,1326,1,43.68,2024-12-02 10:15:00,2024-12-02 10:25:00,2024-12-02 10:28:00,Slightly Delayed,69.0,Cash on Delivery,114,72,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,3.0,0,-17.44,-25.28,10,Monday,Morning
8001240,8767149847,62307538,4.0,Delivery,Positive,2024-07-11 06:11:00,Mumbai,400551,2024-08-29,Gold,179,532.86,1167,1,87.67,2024-07-07 06:11:00,2024-07-07 06:26:00,2024-07-07 06:33:12,Slightly Delayed,124.95,Credit Card,27,73,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,7.2,0,-4.01,-3.21,6,Sunday,Morning
3282648,8049006367,15328408,4.0,Product Quality,Positive,2024-09-30 23:04:00,Kolkata,700496,2023-06-20,Gold,141,498.01,1030,1,117.86,2024-09-26 23:04:00,2024-09-26 23:19:00,2024-09-26 23:24:24,Slightly Delayed,243.52,UPI,95,14,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,5.4,0,24.44,10.04,23,Thursday,Night
7083752,6187521837,24941693,3.0,Delivery,Neutral,2025-01-20 19:45:00,Kolkata,700993,2023-09-23,Regular,32,241.35,1085,4,45.16,2025-01-19 19:45:00,2025-01-19 20:05:00,2025-01-19 20:43:36,Significantly Delayed,377.75,UPI,164,81,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,38.6,1,41.66,11.03,19,Sunday,Evening
5248744,4610463536,34026497,5.0,Customer Service,Positive,2025-04-07 19:21:00,Gurgaon,122832,2024-07-11,Regular,44,203.98,1125,5,21.57,2025-04-03 19:21:00,2025-04-03 19:41:00,2025-04-03 19:33:36,On Time,163.31,Cash on Delivery,156,65,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,-7.4,0,5.19,3.18,19,Thursday,Evening
4462316,1764366132,65293996,3.0,Delivery,Neutral,2025-01-11 07:33:00,Ahmedabad,380287,2023-02-09,Gold,165,533.05,1186,3,99.13,2025-01-06 07:33:00,2025-01-06 07:48:00,2025-01-06 08:00:30,Significantly Delayed,434.96,Credit Card,183,15,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,12.5,1,55.39,12.73,7,Monday,Morning
8132347,3581417268,76237771,3.0,Delivery,Neutral,2025-04-06 18:11:00,Mumbai,400558,2023-12-03,Gold,178,498.65,1129,2,98.39,2025-04-04 18:11:00,2025-04-04 18:26:00,2025-04-04 18:31:18,Slightly Delayed,244.07,Debit Card,232,50,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,5.3,0,24.58,10.07,18,Friday,Evening
7345916,1756632886,96281304,4.0,Packaging,Positive,2025-05-18 16:53:00,Kolkata,700808,2024-04-07,Gold,68,722.41,1297,5,362.69,2025-05-15 16:53:00,2025-05-15 17:23:00,2025-05-15 17:22:06,On Time,1800.0,UPI,162,83,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-0.9,0,398.0,22.11,16,Thursday,Lunch
3675905,6026565428,35453304,5.0,Product Quality,Positive,2025-01-09 21:48:00,Hyderabad,500545,2023-08-11,Gold,92,664.41,1153,5,92.68,2025-01-08 21:48:00,2025-01-08 22:08:00,2025-01-08 22:08:24,Slightly Delayed,679.68,Debit Card,252,61,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,0.4,0,129.12,19.0,21,Wednesday,Evening
2758402,6829643578,48790707,5.0,Delivery,Positive,2024-08-08 19:57:00,Bangalore,560716,2024-05-12,Regular,20,328.4,1160,1,364.85,2024-08-06 19:57:00,2024-08-06 20:12:00,2024-08-06 20:04:00,On Time,429.43,Credit Card,134,31,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-8.0,0,69.06,16.08,19,Tuesday,Evening
4593412,5805709115,21168904,5.0,Packaging,Positive,2025-05-07 10:35:00,Chennai,600979,2023-01-25,Regular,30,209.25,1317,4,81.13,2025-05-06 10:35:00,2025-05-06 11:05:00,2025-05-06 10:57:36,On Time,575.59,Cash on Delivery,197,71,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,-7.4,0,104.14,18.09,10,Tuesday,Morning
4200198,7828281151,14037744,4.0,Delivery,Positive,2025-02-05 09:56:00,Hyderabad,500904,2024-07-21,Gold,60,570.64,1207,5,138.4,2025-01-31 09:56:00,2025-01-31 10:26:00,2025-01-31 10:24:06,On Time,876.32,Debit Card,246,45,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-1.9,0,176.32,20.12,9,Friday,Morning
4331271,4906293055,20740422,5.0,Customer Service,Positive,2024-11-22 11:26:00,Jaipur,302762,2023-05-04,Gold,79,635.52,1035,5,32.15,2024-11-21 11:26:00,2024-11-21 11:41:00,2024-11-21 11:39:54,On Time,258.09,UPI,194,43,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,-1.1,0,27.94,10.83,11,Thursday,Morning
4593414,4064548673,47309332,4.0,Delivery,Positive,2025-07-04 17:38:00,Delhi,110756,2023-09-13,Regular,20,257.21,1422,2,112.92,2025-06-29 17:38:00,2025-06-29 18:08:00,2025-06-29 18:14:24,Slightly Delayed,353.71,UPI,211,59,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,6.4,0,50.89,14.39,17,Sunday,Evening
3151625,4322498372,85861771,4.0,Pricing,Positive,2025-02-26 14:45:00,Noida,201528,2023-06-11,Gold,130,457.18,1028,2,428.19,2025-02-26 14:45:00,2025-02-26 14:55:00,2025-02-26 14:51:18,On Time,1244.66,UPI,7,35,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,-3.7,0,264.72,21.27,14,Wednesday,Lunch
8918795,9655686980,37311514,4.0,Delivery,Positive,2024-07-13 22:43:00,Pune,411446,2024-08-24,Regular,26,364.2,1460,2,101.1,2024-07-10 22:43:00,2024-07-10 22:53:00,2024-07-10 22:56:36,Slightly Delayed,138.26,Cash on Delivery,235,13,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,3.6,0,-0.82,-0.59,22,Wednesday,Night
8001292,8493471560,31279835,4.0,Delivery,Positive,2025-06-11 19:44:00,Pune,411762,2023-04-06,Regular,27,300.9,1325,1,63.06,2025-06-11 19:44:00,2025-06-11 19:54:00,2025-06-11 19:48:30,On Time,132.39,UPI,134,63,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,-5.5,0,-2.23,-1.68,19,Wednesday,Evening
3938067,7199266636,80031182,3.0,Delivery,Neutral,2024-07-22 09:24:00,Mumbai,400610,2023-03-26,Gold,108,618.2,1390,5,98.0,2024-07-20 09:24:00,2024-07-20 09:44:00,2024-07-20 09:45:00,Slightly Delayed,524.81,UPI,140,2,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,1.0,0,91.95,17.52,9,Saturday,Morning
2758424,8725469006,44933545,5.0,Product Quality,Positive,2025-05-18 22:45:00,Nagpur,440477,2024-01-24,Gold,64,722.69,1127,5,106.25,2025-05-14 22:45:00,2025-05-14 23:00:00,2025-05-14 23:05:06,Slightly Delayed,623.13,UPI,242,74,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,5.1,0,115.55,18.54,22,Wednesday,Night
3675932,5785524046,73339497,5.0,App Experience,Positive,2024-07-07 19:49:00,Hyderabad,500559,2024-10-26,Gold,114,567.84,1292,5,99.92,2024-07-02 19:49:00,2024-07-02 19:59:00,2024-07-02 20:02:48,Slightly Delayed,984.67,Wallet,38,10,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,3.8,0,202.32,20.55,19,Tuesday,Evening
7214885,3361609582,61226985,1.0,Product Quality,Negative,2025-03-04 05:17:00,Mumbai,400215,2023-08-21,Gold,87,657.12,1042,3,77.49,2025-03-03 05:17:00,2025-03-03 05:37:00,2025-03-03 05:47:36,Significantly Delayed,282.62,UPI,143,79,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,10.6,1,18.83,6.66,5,Monday,Night
4855593,1242175351,82182199,4.0,Pricing,Positive,2024-07-22 21:01:00,Mumbai,400795,2023-03-03,Gold,44,440.97,1173,5,59.65,2024-07-22 21:01:00,2024-07-22 21:11:00,2024-07-22 21:03:00,On Time,418.6,UPI,119,50,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-8.0,0,66.46,15.88,21,Monday,Evening
7477035,3518895998,40942448,5.0,Product Quality,Positive,2024-07-23 18:54:00,Delhi,110568,2023-05-25,Gold,79,732.72,1491,2,130.58,2024-07-19 18:54:00,2024-07-19 19:14:00,2024-07-19 19:09:42,On Time,535.38,UPI,11,34,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,-4.3,0,94.49,17.65,18,Friday,Evening
6428470,7121803138,47823336,2.0,Delivery,Negative,2024-09-25 13:29:00,Mumbai,400865,2023-06-12,Regular,41,464.09,1469,3,126.95,2024-09-21 13:29:00,2024-09-21 13:49:00,2024-09-21 13:49:42,Slightly Delayed,670.31,Credit Card,233,2,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,0.7,0,126.87,18.93,13,Saturday,Lunch
6166328,9409402763,58375492,5.0,Delivery,Positive,2024-10-01 07:03:00,Delhi,110849,2024-08-13,Regular,38,216.4,1335,4,94.5,2024-09-26 07:03:00,2024-09-26 07:18:00,2024-09-26 07:21:48,Slightly Delayed,455.7,Cash on Delivery,5,59,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,3.8,0,75.37,16.54,7,Thursday,Morning
2889533,2958563212,49341434,4.0,Delivery,Positive,2025-02-28 20:52:00,Kolkata,700475,2023-12-18,Gold,94,429.76,1443,3,101.1,2025-02-26 20:52:00,2025-02-26 21:07:00,2025-02-26 21:13:36,Slightly Delayed,429.47,UPI,185,84,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,6.6,0,69.07,16.08,20,Wednesday,Evening
3020608,6807361419,16894625,3.0,Delivery,Neutral,2024-08-06 10:03:00,Bangalore,560132,2024-03-31,Gold,166,639.21,1276,5,50.32,2024-08-05 10:03:00,2024-08-05 10:18:00,2024-08-05 10:24:00,Slightly Delayed,448.79,Credit Card,90,41,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,6.0,0,73.71,16.42,10,Monday,Morning
3544900,5926557585,18254495,4.0,Pricing,Positive,2025-01-05 15:56:00,Hyderabad,500989,2023-05-05,Gold,172,738.05,1342,2,274.59,2024-12-31 15:56:00,2024-12-31 16:26:00,2024-12-31 16:20:00,On Time,941.51,Cash on Delivery,244,9,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,-6.0,0,191.96,20.39,15,Tuesday,Lunch
4331333,8042190739,48886226,4.0,Delivery,Positive,2025-07-03 22:39:00,Mumbai,400901,2023-11-28,Regular,31,464.09,1351,3,265.49,2025-06-29 22:39:00,2025-06-29 22:54:00,2025-06-29 23:02:30,Slightly Delayed,1212.71,Credit Card,163,73,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,8.5,0,257.05,21.2,22,Sunday,Night
2758470,6878009236,69782753,5.0,Customer Service,Positive,2024-08-03 19:51:00,Gurgaon,122142,2024-10-24,Regular,23,399.01,1237,3,41.37,2024-08-01 19:51:00,2024-08-01 20:01:00,2024-08-01 19:53:00,On Time,203.06,Credit Card,235,58,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,-8.0,0,14.73,7.25,19,Thursday,Evening
8918857,8134727575,97804678,5.0,Pricing,Positive,2025-06-08 17:12:00,Hyderabad,500872,2024-07-18,Regular,43,343.7,1210,2,393.15,2025-06-04 17:12:00,2025-06-04 17:22:00,2025-06-04 17:21:42,On Time,1135.73,Wallet,188,10,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,-0.3,0,238.58,21.01,17,Wednesday,Evening
1972043,4333901720,80624992,4.0,Delivery,Positive,2024-11-11 13:00:00,Kolkata,700990,2024-07-19,Gold,157,687.63,1072,5,27.59,2024-11-07 13:00:00,2024-11-07 13:10:00,2024-11-07 13:15:30,Slightly Delayed,194.36,UPI,248,82,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,5.5,0,12.65,6.51,13,Thursday,Lunch
5773135,3599767451,77440342,2.0,Customer Service,Negative,2024-09-27 18:16:00,Indore,452917,2023-01-09,Regular,22,220.03,1441,4,41.09,2024-09-26 18:16:00,2024-09-26 18:36:00,2024-09-26 18:38:36,Slightly Delayed,215.56,Debit Card,71,80,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,2.6,0,17.73,8.23,18,Thursday,Evening
2758491,8732415930,40459702,4.0,Delivery,Positive,2024-12-01 17:40:00,Chennai,600577,2023-03-23,Regular,44,380.79,1138,2,74.97,2024-11-26 17:40:00,2024-11-26 17:50:00,2024-11-26 17:54:00,Slightly Delayed,207.71,UPI,12,71,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,4.0,0,15.85,7.63,17,Tuesday,Evening
6559580,1132468157,74893013,4.0,Delivery,Positive,2024-09-12 11:39:00,Mumbai,400654,2023-12-08,Gold,120,679.22,1196,1,90.69,2024-09-11 11:39:00,2024-09-11 11:59:00,2024-09-11 12:07:12,Slightly Delayed,162.81,UPI,94,73,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,8.2,0,5.07,3.11,11,Wednesday,Morning
8263519,4056029133,71850682,2.0,App Experience,Negative,2025-02-17 20:35:00,Bangalore,560982,2023-08-22,Gold,121,590.14,1062,2,96.04,2025-02-17 20:35:00,2025-02-17 21:05:00,2025-02-17 21:15:54,Significantly Delayed,390.67,Cash on Delivery,2,18,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,10.9,1,44.76,11.46,20,Monday,Evening
8394591,3579320277,93666121,5.0,Delivery,Positive,2024-09-09 09:36:00,Gurgaon,122851,2024-02-23,Gold,163,712.01,1305,2,92.45,2024-09-08 09:36:00,2024-09-08 09:56:00,2024-09-08 09:49:54,On Time,302.51,Cash on Delivery,194,16,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,-6.1,0,38.6,12.76,9,Sunday,Morning
3151716,9019201494,78084768,3.0,Pricing,Neutral,2024-10-04 10:00:00,Pune,411592,2024-11-26,Gold,80,591.27,1005,4,25.23,2024-10-04 10:00:00,2024-10-04 10:10:00,2024-10-04 10:17:00,Slightly Delayed,118.07,Credit Card,165,63,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,7.0,0,-5.66,-4.79,10,Friday,Morning
5511020,2310936535,57394476,5.0,Customer Service,Positive,2024-12-21 09:27:00,Mumbai,400201,2024-04-23,Gold,155,587.73,1149,2,43.89,2024-12-19 09:27:00,2024-12-19 09:37:00,2024-12-19 09:43:30,Slightly Delayed,147.78,Credit Card,125,8,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,6.5,0,1.47,0.99,9,Thursday,Morning
8525679,9494468580,93693904,4.0,Product Quality,Positive,2024-07-05 17:17:00,Gurgaon,122599,2024-01-27,Gold,146,646.23,1089,4,420.04,2024-07-02 17:17:00,2024-07-02 17:27:00,2024-07-02 17:25:30,On Time,1800.0,Debit Card,34,70,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-1.5,0,398.0,22.11,17,Tuesday,Evening
1054577,6319118310,78350336,2.0,Pricing,Negative,2024-07-08 06:53:00,Kolkata,700758,2023-12-18,Regular,37,297.25,1043,3,235.07,2024-07-08 06:53:00,2024-07-08 07:13:00,2024-07-08 07:15:42,Slightly Delayed,1403.1,UPI,74,14,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,2.7,0,302.74,21.58,6,Monday,Morning
5248884,6275471340,36098277,1.0,Delivery,Negative,2024-07-26 22:03:00,Hyderabad,500545,2024-01-24,Gold,121,398.72,1132,1,104.05,2024-07-24 22:03:00,2024-07-24 22:18:00,2024-07-24 22:29:42,Significantly Delayed,204.06,Credit Card,114,75,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,11.7,1,-0.03,-0.01,22,Wednesday,Night
7477111,1819678705,69908698,5.0,Customer Service,Positive,2024-08-04 18:15:00,Lucknow,226134,2023-08-05,Gold,169,661.33,1391,4,388.76,2024-07-30 18:15:00,2024-07-30 18:45:00,2024-07-30 18:41:30,On Time,1800.0,Wallet,88,44,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,-3.5,0,398.0,22.11,18,Tuesday,Evening
9443196,7685806076,16014165,5.0,Delivery,Positive,2024-07-22 21:32:00,Delhi,110554,2023-07-31,Regular,38,321.53,1042,3,141.51,2024-07-19 21:32:00,2024-07-19 21:47:00,2024-07-19 21:46:36,On Time,580.63,Credit Card,240,1,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-0.4,0,105.35,18.14,21,Friday,Evening
4986749,9786103804,41705656,3.0,Delivery,Neutral,2024-09-29 09:51:00,Ahmedabad,380699,2023-11-16,Regular,40,231.4,1064,4,44.15,2024-09-28 09:51:00,2024-09-28 10:01:00,2024-09-28 10:03:06,Slightly Delayed,370.12,Cash on Delivery,59,15,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,2.1,0,54.83,14.81,9,Saturday,Morning
5117823,5709371394,48051852,4.0,Delivery,Positive,2025-04-29 10:39:00,Delhi,110540,2024-03-03,Gold,129,554.98,1078,1,28.35,2025-04-27 10:39:00,2025-04-27 10:49:00,2025-04-27 10:48:30,On Time,69.0,UPI,182,59,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,-0.5,0,-17.44,-25.28,10,Sunday,Morning
9312128,3209828355,71318247,4.0,Product Quality,Positive,2025-02-05 19:11:00,Mumbai,400818,2023-11-28,Gold,171,717.29,1234,2,197.38,2025-02-04 19:11:00,2025-02-04 19:26:00,2025-02-04 19:29:48,Slightly Delayed,678.71,UPI,117,4,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,3.8,0,128.89,18.99,19,Tuesday,Evening
1972103,2083264515,58785421,5.0,Delivery,Positive,2024-07-11 20:42:00,Gurgaon,122922,2023-05-12,Gold,178,454.02,1352,5,33.88,2024-07-07 20:42:00,2024-07-07 21:02:00,2024-07-07 21:06:18,Slightly Delayed,265.8,UPI,65,70,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,4.3,0,29.79,11.21,20,Sunday,Evening
6690699,5387851791,47008252,4.0,Delivery,Positive,2024-07-10 11:49:00,Delhi,110203,2024-04-20,Gold,119,738.98,1064,4,28.91,2024-07-08 11:49:00,2024-07-08 11:59:00,2024-07-08 12:01:48,Slightly Delayed,170.01,Credit Card,88,1,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,2.8,0,6.8,4.0,11,Monday,Morning
7739283,7328110613,49694712,5.0,Pricing,Positive,2024-10-14 19:06:00,Lucknow,226314,2023-06-13,Regular,43,297.24,1325,5,27.23,2024-10-11 19:06:00,2024-10-11 19:16:00,2024-10-11 19:13:54,On Time,177.39,UPI,116,55,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-2.1,0,8.57,4.83,19,Friday,Evening
2103189,4299167771,60053307,5.0,Packaging,Positive,2024-07-16 20:41:00,Pune,411210,2024-09-13,Regular,23,367.28,1057,3,56.99,2024-07-12 20:41:00,2024-07-12 20:56:00,2024-07-12 20:56:06,Slightly Delayed,286.68,UPI,180,63,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,0.1,0,34.8,12.14,20,Friday,Evening
5511066,2250381340,63831215,3.0,Pricing,Neutral,2024-11-07 12:30:00,Mumbai,400795,2023-11-06,Gold,128,464.09,1304,4,124.93,2024-11-05 12:30:00,2024-11-05 13:00:00,2024-11-05 12:56:48,On Time,593.15,UPI,227,77,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-3.2,0,108.36,18.27,12,Tuesday,Lunch
6821798,1115428894,83481697,3.0,Delivery,Neutral,2025-03-06 13:44:00,Delhi,110395,2023-01-18,Regular,43,343.59,1426,3,177.96,2025-03-04 13:44:00,2025-03-04 14:04:00,2025-03-04 14:08:54,Slightly Delayed,1034.83,UPI,70,28,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,4.9,0,214.36,20.71,13,Tuesday,Lunch
1447849,9864091683,43381196,4.0,Delivery,Positive,2025-04-28 14:23:00,Mumbai,400952,2023-10-01,Regular,19,248.06,1275,5,69.08,2025-04-23 14:23:00,2025-04-23 14:38:00,2025-04-23 14:42:00,Slightly Delayed,586.48,Credit Card,163,52,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,4.0,0,106.76,18.2,14,Wednesday,Lunch
6559657,7588288549,40811535,4.0,Delivery,Positive,2025-01-08 19:20:00,Chandigarh,160125,2024-03-31,Gold,173,488.57,1095,5,51.85,2025-01-08 19:20:00,2025-01-08 19:50:00,2025-01-08 19:51:54,Slightly Delayed,312.72,UPI,125,39,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,1.9,0,41.05,13.13,19,Wednesday,Evening
6690737,9012385832,26517199,5.0,Pricing,Positive,2025-04-12 13:30:00,Bangalore,560446,2023-09-16,Gold,77,742.46,1120,3,176.84,2025-04-10 13:30:00,2025-04-10 14:00:00,2025-04-10 13:52:00,On Time,880.21,Cash on Delivery,125,57,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-8.0,0,177.25,20.14,13,Thursday,Lunch
5642164,9369163826,33980473,4.0,Packaging,Positive,2025-02-07 08:56:00,Noida,201568,2024-05-31,Gold,89,518.81,1296,4,98.37,2025-02-07 08:56:00,2025-02-07 09:11:00,2025-02-07 09:06:54,On Time,745.86,Wallet,218,35,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-4.1,0,145.01,19.44,8,Friday,Morning
9050047,6534469684,57222674,4.0,Delivery,Positive,2025-03-20 17:50:00,Pune,411585,2023-12-18,Gold,93,561.78,1090,5,183.56,2025-03-18 17:50:00,2025-03-18 18:00:00,2025-03-18 18:00:06,Slightly Delayed,1083.31,Credit Card,8,3,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,0.1,0,225.99,20.86,17,Tuesday,Evening
4724676,5000009782,93225219,3.0,Customer Service,Neutral,2024-09-27 07:32:00,Mumbai,400911,2024-04-18,Gold,106,615.61,1036,2,80.87,2024-09-22 07:32:00,2024-09-22 07:47:00,2024-09-22 07:47:00,On Time,324.91,Wallet,142,50,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,-0.0,0,43.98,13.54,7,Sunday,Morning
5117896,5322577975,75008707,4.0,Customer Service,Positive,2025-02-21 17:56:00,Indore,452185,2023-09-14,Gold,169,602.76,1071,1,106.9,2025-02-21 17:56:00,2025-02-21 18:11:00,2025-02-21 18:03:00,On Time,185.08,Wallet,136,80,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-8.0,0,10.42,5.63,17,Friday,Evening
1316811,7487494200,28309560,2.0,Product Quality,Negative,2025-06-12 12:31:00,Jaipur,302520,2023-04-07,Gold,78,711.26,1237,4,44.6,2025-06-12 12:31:00,2025-06-12 12:41:00,2025-06-12 13:21:24,Significantly Delayed,307.29,Credit Card,217,22,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,40.4,1,24.75,8.05,12,Thursday,Lunch
3282892,1829771321,34651274,5.0,Delivery,Positive,2025-02-01 18:03:00,Chennai,600633,2024-02-02,Regular,27,294.58,1295,4,182.6,2025-02-01 18:03:00,2025-02-01 18:23:00,2025-02-01 18:18:00,On Time,1117.18,UPI,199,20,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,-5.0,0,234.12,20.96,18,Saturday,Evening
4724693,7740201019,89306532,3.0,Delivery,Neutral,2025-05-31 10:49:00,Pune,411880,2024-03-09,Gold,152,450.83,1387,3,101.1,2025-05-28 10:49:00,2025-05-28 10:59:00,2025-05-28 11:06:30,Slightly Delayed,623.32,Wallet,178,51,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,7.5,0,115.6,18.55,10,Wednesday,Morning
4724697,2501253195,16393130,2.0,Delivery,Negative,2025-06-17 19:16:00,Kolkata,700124,2023-10-22,Gold,82,742.03,1061,2,281.74,2025-06-14 19:16:00,2025-06-14 19:31:00,2025-06-14 19:58:06,Significantly Delayed,699.76,Cash on Delivery,29,81,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,27.1,1,118.94,17.0,19,Saturday,Evening
6952922,4077525072,84331897,4.0,Delivery,Positive,2025-03-03 22:30:00,Kolkata,700777,2023-08-15,Inactive,9,219.51,1435,5,56.67,2025-02-26 22:30:00,2025-02-26 22:40:00,2025-02-26 22:41:36,Slightly Delayed,536.96,Cash on Delivery,117,83,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,1.6,0,94.87,17.67,22,Wednesday,Night
8656863,6459365457,70133366,3.0,Packaging,Neutral,2024-07-03 19:55:00,Hyderabad,500854,2023-09-28,Gold,168,556.04,1284,2,377.13,2024-07-02 19:55:00,2024-07-02 20:15:00,2024-07-02 20:17:36,Slightly Delayed,1388.31,UPI,164,61,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,2.6,0,299.19,21.55,19,Tuesday,Evening
7084002,2990151764,97945033,2.0,Delivery,Negative,2024-12-18 12:42:00,Kolkata,700888,2024-06-26,Gold,178,615.36,1013,5,306.45,2024-12-17 12:42:00,2024-12-17 12:57:00,2024-12-17 12:59:42,Slightly Delayed,1800.0,UPI,131,23,14,Category Promotion,All Users,Push Notification,294,13,1,123.85,366.58,2.96,2.7,0,398.0,22.11,12,Tuesday,Lunch
9967593,7481333852,24400675,4.0,App Experience,Positive,2024-12-29 16:37:00,Ahmedabad,380855,2023-03-10,Regular,30,243.41,1329,2,91.88,2024-12-29 16:37:00,2024-12-29 17:07:00,2024-12-29 17:09:36,Slightly Delayed,360.75,UPI,176,19,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,2.6,0,52.58,14.58,16,Sunday,Lunch
